city,auction_house,exhibition,image_url,artist,title,price,low_estimate,signature,size,created,auction_lot,auction_date,medium
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/227_1.jpg,Donald Clarence Judd,UNTITLED (75-8 BERNSTEIN),"$629,000","$300,000","$400,000",Stamped,"5.00"" x 25.50"" x 9.00",1975,227,11/12/2014,Aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/228_1.jpg,Andy Warhol,KIMIKO POWERS,"$497,000","$500,000","$700,000",Signed and Dated,"40.00"" x 40.00",1972,228,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/229_1.jpg,Andy Warhol,KIMIKO POWERS,"$497,000","$500,000","$700,000",Signed and Dated,"40.00"" x 40.00",1972,229,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/230_1.jpg,David Hockney,"VIEW FROM THE MAYFLOWER HOTEL, NEW YORK (EVENING)","$245,000","$100,000","$150,000",Signed Initials,"23.75"" x 18.00",2002,230,11/12/2014,Watercolor and crayon / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/231_1.jpg,Andy Warhol,DEBBIE HARRY,"$3,077,000","$2,500,000","$3,500,000",Signed on Overlap,"42.00"" x 42.00",1980,231,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/233_1.jpg,Keith Haring,UNTITLED,"$509,000","$300,000","$400,000",Signed and Dated,"50.00"" x 38.00",1982,233,11/12/2014,Watercolor / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/234_1.jpg,Andy Warhol,MAO (SET OF 10),"$1,109,000","$1,000,000","$1,500,000",Signed,Dimensions not available,1972,234,11/12/2014,screenprints / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/236_1.jpg,Gerhard Richter,UNTITLED,"$185,000","$60,000","$80,000",Signed and Dated,"6.63"" x 9.25",1985,236,11/12/2014,"Oil ,watercolor and graphite / Paper"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/238_1.jpg,James Rosenquist,VESTIGIAL INTELLECT,"$281,000","$100,000","$150,000",Signed and Titled,"48.00"" x 48.00",1996,238,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/239_1.jpg,Keith Haring,GIL'S DREAM,-not sold-,"$300,000","$400,000",Signed and Titled,"36.00"" x 24.00",1989,239,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/240_1.jpg,Eric Fischl,UNTITLED,-not sold-,"$20,000","$30,000",Signed and Dated,"21.25"" x 14.50",1996,240,11/12/2014,Oil on photographic paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/241_1.jpg,Eric Fischl,UNTITLED,-not sold-,"$20,000","$30,000",Signed and Dated,"27.00"" x 19.00",1997,241,11/12/2014,Oil on photographic paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/242_1.jpg,William Baziotes,DANSE MACABRE,"$341,000","$250,000","$350,000",Signed and Titled,"40.13"" x 68.38",1950,242,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/243_1.jpg,Willem de Kooning,WOMAN LANDSCAPE XII,"$1,325,000","$700,000","$900,000",Signed,"41.75"" x 30.00",1968,243,11/12/2014,Oil / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/244_1.jpg,Jean Dubuffet,CAMPAGNE FASTUEUSE (AVEC DEUX PERSONNAGES),-not sold-,"$300,000","$400,000",Signed and Dated,"31.75"" x 39.38",1954,244,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/245_1.jpg,Michael Goldberg,UNTITLED,"$221,000","$100,000","$180,000",Signed and Dated,"52.25"" x 76.00",1951,245,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/246_1.jpg,Alfred Leslie,#44,-not sold-,"$150,000","$200,000",Signed and Titled,"60.00"" x 66.00",1959,246,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/247_1.jpg,Alfred Jensen,ETERNITY,"$68,750","$40,000","$60,000",Signed and Titled,"46.00"" x 36.00",1959,247,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/250_1.jpg,Wayne Thiebaud,CANDY CANES,"$389,000","$250,000","$350,000",Signed and Dated,"6.50"" x 7.88",1964,250,11/12/2014,Pastel and graphite / Paperboard
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/251_1.jpg,Wayne Thiebaud,PALM ROAD,"$197,000","$50,000","$70,000",Signed,"10.88"" x 13.00",1965,251,11/12/2014,Ink / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/252_1.jpg,Ed Ruscha,CITYCITY,"$293,000","$100,000","$150,000",Signed and Dated,"23.00"" x 29.00",1982,252,11/12/2014,Paper / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/253_1.jpg,Wayne Thiebaud,COFFEE,"$665,000","$400,000","$600,000",Signed and Dated,"24.38"" x 20.13",1961,253,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/254_1.jpg,Richard Diebenkorn,UNTITLED #7,"$605,000","$700,000","$900,000",Signed Initials,"34.50"" x 22.75",1978,254,11/12/2014,"Oil , gouache, crayon, ink, translucent polyester sheet, charcoal, graphite, tape and paper collage / Paper"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/255_1.jpg,Ed Ruscha,AUG. BE ANYWHERE EXCEPT L.A. DURING THE OLYMPICS,"$161,000","$120,000","$180,000",Signed and Dated,"23.00"" x 29.00",1984,255,11/12/2014,dry pigment / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/256_1.jpg,Wayne Thiebaud,TRAFFIC LANES,"$293,000","$250,000","$350,000",Signed and Dated,"30.00"" x 22.25",1982,256,11/12/2014,"Watercolor ,pastel and graphite / Paper"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/257_1.jpg,Marisol,MI MAM Y YO,"$257,000","$200,000","$300,000",Inscribed,"79.75"" x 56.50"" x 55.75",1968,257,11/12/2014,Steel and aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/258_1.jpg,Andy Warhol,CAMOUFLAGE,"$149,000","$50,000","$70,000",Signed and Dated,"12.00"" x 12.00",1986,258,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/259_1.jpg,Andy Warhol,CAMOUFLAGE,"$149,000","$40,000","$60,000",Signed and Dated,"9.00"" x 9.00",1983,259,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/260_1.jpg,Andy Warhol,ONE PINK/BLACK MARILYN (REVERSAL SERIES),"$2,405,000","$1,200,000","$1,800,000",Signed on Overlap,"18.00"" x 14.00",1979-86,260,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/263_1.jpg,Keith Haring & Angel Ortiz LA II,UNTITLED,"$233,000","$250,000","$350,000",Signed and Dated,"34.00"" x 16.50"" x 13.00",1983,263,11/12/2014,Day-Glo enamel and felt-tip pen on fiberglass
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/264_1.jpg,Robert E (Clark) Indiana,LOVE,"$845,000","$450,000","$650,000",Stamped,"36.00"" x 36.00"" x 18.00",1966-99,264,11/12/2014,Cor-ten steel
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/265_1.jpg,Andy Warhol,PARAMOUNT,"$389,000","$250,000","$350,000",Signed and Dated,"21.50"" x 21.50",1985,265,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/266_1.jpg,Jean-Michel Basquiat,UNTITLED,"$845,000","$700,000","$1,000,000",Signed,"39.00"" x 30.00",1981,266,11/12/2014,Oilstick and spraypaint / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/267_1.jpg,Keith Haring,UNTITLED (ACROBATS),"$905,000","$800,000","$1,200,000",Stamped,"98.50"" x 60.00"" x 60.00",1986,267,11/12/2014,polyurethane enamel on aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/268_1.jpg,Roy Lichtenstein,BRUSHSTROKE VI,-not sold-,"$200,000","$300,000",Signed,"51.00"" x 61.00"" x 10.00",1986,268,11/12/2014,Wood
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/271_1.jpg,Richard Pettibone,"ANDY WARHOL, 'CAMPBELL'S SOUP CAN, CHILI BEEF,' 1962","$17,500","$15,000","$20,000",Signed and Titled,"5.25"" x 3.75",1990-2009,271,11/12/2014,Oil and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/272_1.jpg,Richard Pettibone,ANDY WARHOL,"$30,000","$6,000","$8,000",Signed and Titled,"3.00"" x 3.00",1976,272,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/273_1.jpg,Roy Lichtenstein,BRUSHSTROKE HEAD I,"$965,000","$800,000","$1,200,000",Stamped,"39.75"" x 16.50"" x 9.50",1987,273,11/12/2014,Bronze
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/275_1.jpg,Christo & Jean Claude,PACKAGE,"$93,750","$60,000","$80,000",Signed and Dated,"11.00"" x 8.88"" x 4.00",1963,275,11/12/2014,fabric and wine
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/276_1.jpg,Robert Graham,GABRIELLE (G-3),"$25,000","$20,000","$30,000",Signed Initials,"65.75"" x 18.00"" x 18.00",1993,276,11/12/2014,Bronze on brass base
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/278_1.jpg,Andy Warhol,JACK NICKLAUS,"$245,000","$200,000","$300,000",Signed and Dated,"40.00"" x 40.00",1978,278,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/279_1.jpg,Jean-Michel Basquiat,A NEXT,-not sold-,"$1,200,000","$1,800,000",Signed and Titled,"40.00"" x 54.63"" x 4.50",1984,279,11/12/2014,"Acrylic , oilstick, colored xerox, nails and wood collage on panel"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/280_1.jpg,Keith Haring,UNTITLED,-not sold-,"$680,000","$900,000",Stamped,"43.75"" x 61.00"" x 53.00",1989,280,11/12/2014,polyurethane enamel on aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/281_1.jpg,Yayoi Kusama,PUMPKIN,"$161,000","$60,000","$80,000",Signed and Titled,"9.50"" x 13.00",1995,281,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/282_1.jpg,Yayoi Kusama,INFINITY-NETS (OQ6),"$209,000","$100,000","$150,000",Signed and Titled,"28.75"" x 24.00",2000,282,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/283_1.jpg,Yayoi Kusama,DOTS - INFINITY (TT2),"$131,000","$60,000","$80,000",Signed and Titled,"18.00"" x 20.75",2004,283,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/284_1.jpg,Yayoi Kusama,INFINITY NETS,"$112,500","$60,000","$80,000",Signed and Titled,"18.00"" x 21.00",1999,284,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/285_1.jpg,Yayoi Kusama,PUMPKIN,"$233,000","$150,000","$200,000",Signed and Titled,"21.50"" x 10.75"" x 10.00",1982,285,11/12/2014,Acrylic on wood and mixed media
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/286_1.jpg,Ufan Lee,WITH WINDS,"$221,000","$150,000","$200,000",Signed and Dated,"35.75"" x 46.00",1989,286,11/12/2014,Oil and mineral pigment / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/287_1.jpg,Donald Clarence Judd,UNTITLED (89-24 LASCAUX),"$401,000","$280,000","$350,000",Stamped,"12.00"" x 35.13"" x 12.00",1989,287,11/12/2014,Aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/289_1.jpg,Victor Vasarely,BIKA-NB,"$389,000","$200,000","$300,000",Signed and Titled,"90.88"" x 49.88",1975,289,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/292_1.jpg,Joel Elias Shapiro,UNTITLED (RED RECLINING FIGURE),"$47,500","$35,000","$45,000",Signed and Dated,"7.75"" x 21.00"" x 10.00",1998,292,11/12/2014,Acrylic on wood
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/294_1.jpg,Sol LeWitt,IRREGULAR CURVES,"$125,000","$50,000","$70,000",Signed and Dated,"60.50"" x 59.50",2000,294,11/12/2014,Gouache / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/295_1.jpg,Sol LeWitt,SMALL WORKS NO. 2,"$125,000","$70,000","$90,000",Signed and Dated,"12.25"" x 12.25"" x 12.25",2000,295,11/12/2014,Wood
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/297_1.jpg,Ufan Lee,DIALOGUE,"$221,000","$100,000","$150,000",Signed and Titled,"89.50"" x 81.50",2007,297,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/300_1.jpg,Richard Artschwager,FENCE II (2 parts),"$461,000","$300,000","$400,000",Signed and Titled,Dimensions not available,1980,300,11/12/2014,Acrylic on Celotex in artist's mirrored frame
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/301_1.jpg,Ed Ruscha,WHIZ,-not sold-,"$120,000","$180,000",Signed and Dated,"20.00"" x 30.00",2007,301,11/12/2014,Acrylic / Board
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/302_1.jpg,Ed Ruscha,AVERAGES,-not sold-,"$600,000","$800,000",Signed and Titled,"32.00"" x 120.00",1987,302,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/303_1.jpg,Roy Lichtenstein,BRUSHSTROKE STILL LIFE WITH LAMP,-not sold-,"$350,000","$450,000",Signed and Dated,"53.88"" x 72.38",1997,303,11/12/2014,screenprint with hand-painted magna on aluminum panel
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/304_1.jpg,Keith Haring,UNTITLED (ACROBATS),"$341,000","$250,000","$350,000",Stamped,"25.00"" x 14.00"" x 14.00",1986,304,11/12/2014,polyurethane enamel on aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/306_1.jpg,Andy Warhol,SUSIE SOLOMON,-not sold-,"$250,000","$350,000",Signed and Dated,"40.00"" x 40.00",1981,306,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/307_1.jpg,Tom Wesselmann,1960 JUDY TRYING ON CLOTHES,-not sold-,"$300,000","$400,000",Signed and Dated,"58.75"" x 78.00",1992,307,11/12/2014,alkyd oil on cut-out aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/310_1.jpg,Alex Katz,DAPPLED LIGHT,"$257,000","$250,000","$350,000",Signed and Dated,"84.00"" x 60.00",2006,310,11/12/2014,Oil / Linen
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/312_1.jpg,Niki de Saint Phalle,NANA ON A DOLPHIN,-not sold-,"$150,000","$200,000",Inscribed,"32.25"" x 13.50"" x 29.50",1994,312,11/12/2014,Painted Polyester
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/313_1.jpg,Andy Warhol,ROY LICHTENSTEIN,"$413,000","$300,000","$500,000",Signed and Dated,"40.00"" x 40.00",1976,313,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/314_1.jpg,Ed Ruscha,EVERYTHING STUDY,"$40,000","$30,000","$40,000",Signed and Dated,"8.88"" x 14.88",1992,314,11/12/2014,Ink and acrylic on 2 sheets of paper mounted to museum board
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/315_1.jpg,Andy Warhol,OVER 40 (POSITIVE),-not sold-,"$100,000","$150,000",Signed and Dated,"20.00"" x 16.00",1985,315,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/316_1.jpg,Alex Katz,PLAYA DE CARMEN,"$293,000","$300,000","$400,000",Signed and Dated,"72.00"" x 144.00",2000,316,11/12/2014,Oil / Linen
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/317_1.jpg,Claes Oldenburg & Coosje Van Bruggen,BALANCING TOOLS MODEL,-not sold-,"$200,000","$300,000",Signed Initials,"46.00"" x 56.00"" x 42.00",1984,317,11/12/2014,Enamel on steel
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/318_1.jpg,Robert Rauschenberg,HANGOUT (ANAGRAM),-not sold-,"$180,000","$250,000",Signed and Dated,"60.38"" x 96.50",1995,318,11/12/2014,inkjet dye transfer on paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/320_1.jpg,Jennifer Losch Bartlett,SQUARES (4 parts),"$32,500","$12,000","$18,000",Signed on Reverse,Dimensions not available,1969,320,11/12/2014,Enamel and silkscreen on stell plate
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/321_1.jpg,Bob (Robert Louis) Thompson,LE POIGNARDER (THE STAB),"$75,000","$60,000","$80,000",Signed and Dated,"50.00"" x 60.00",1959,321,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/322_1.jpg,Miodrag Djuric Dado,MONJAVOUL DIPTIQUE,-not sold-,"$60,000","$80,000",Signed and Titled,Dimensions not available,1976-77,322,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/323_1.jpg,Yayoi Kusama,AFTERNOON,"$52,500","$40,000","$60,000",Signed and Titled,"17.50"" x 20.50",1987,323,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/324_1.jpg,Yayoi Kusama,PUMPKIN,"$81,250","$50,000","$70,000",Signed and Titled,"5.63"" x 7.13",1993,324,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/325_1.jpg,Yayoi Kusama,WHEREABOUTS OF CLOUD,"$10,000","$10,000","$15,000",Signed and Titled,"9.50"" x 10.63",1980,325,11/12/2014,Enamel / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/326_1.jpg,Yayoi Kusama,FACE NO. 5,"$42,500","$10,000","$15,000",Signed and Dated,"10.75"" x 8.00",1953,326,11/12/2014,"Gouache ,Chinese ink and pastel / Paper"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/327_1.jpg,Yayoi Kusama,UNTITLED,-not sold-,"$25,000","$35,000",Signed,"29.25"" x 46.50",c.1968,327,11/12/2014,Oil on fabric
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/328_1.jpg,Yayoi Kusama,CLOUDS IN THE DUSK (RED CLOUDS),"$27,500","$15,000","$20,000",Signed and Dated,"19.88"" x 25.75",1977,328,11/12/2014,Watercolor and ink and pastel / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/329_1.jpg,Ed (Edward Francis) Paschke,VANITOO,"$30,000","$30,000","$40,000",Signed and Dated,"66.00"" x 96.00",1984,329,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/331_1.jpg,Kenny Scharf,BIRD IN SPACE,-not sold-,"$18,000","$25,000",Signed and Dated,"37.25"" x 17.00"" x 8.50",1999-2000,331,11/12/2014,Bronze
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/332_1.jpg,Kenny Scharf,SOMNOPLAYA,"$62,500","$50,000","$70,000",Signed and Titled,"55.00"" x 78.50",1998,332,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/333_1.jpg,Leon Golub,WHITE SQUAD X,"$197,000","$80,000","$120,000",Signed and Titled,"121.50"" x 170.00",1986,333,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/334_1.jpg,Jorg Immendorff,ANBETUNG DES INHALTS,-not sold-,"$250,000","$350,000",Signed and Titled,"112.00"" x 130.00",1985,334,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/335_1.jpg,Andy Warhol,"DIANA VREELAND RAMPANT (AFTER JACQUES-LOUIS DAVID, NAPOLEON AT ST. BERNARD)",-not sold-,"$50,000","$70,000",Stamped,"38.25"" x 24.75",1984,335,11/12/2014,silkscreen and paper collage / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/337_1.jpg,David Salle,WAVY ROOM,-not sold-,"$75,000","$90,000",Signed and Titled,"96.00"" x 66.00",2004,337,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/338_1.jpg,Helmut Middendorf,CALIGARI,-not sold-,"$25,000","$35,000",Signed and Titled,"75.00"" x 90.50",1984/87,338,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/339_1.jpg,Jim Dine,BLUE APE,"$161,000","$100,000","$150,000",Signed and Titled,"72.00"" x 74.00",2007,339,11/12/2014,Acrylic and charcoal / Panel
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/342_1.jpg,Robert Rauschenberg,BAMHUE-ROCI JAPAN,"$27,500","$30,000","$40,000",Signed,"90.00"" x 4.75"" x 10.00",1987,342,11/12/2014,"bamboo, neon, brass box, fittings and cable"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/401_1.jpg,Kour Pour,UNTITLED,"$87,500","$40,000","$60,000",Signed and Dated,"72.88"" x 48.88",2011,401,11/12/2014,Acrylic / Canvas on board
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/402_1.jpg,Wyatt Kahn,LAINE,"$173,000","$60,000","$80,000",Signed and Dated,"64.25"" x 74.50",2012,402,11/12/2014,raw canvas on panel
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/403_1.jpg,Harold Ancart,UNTITLED,"$18,750","$7,000","$9,000",Signed and Dated,"14.00"" x 17.25",2014,403,11/12/2014,Oilstick and pencil / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/404_1.jpg,Nick Darmstaedter,SAN GENNARO,"$50,000","$20,000","$30,000",Signed Initials,"60.00"" x 48.00",2013,404,11/12/2014,magnets on galvanized steel panel
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/405_1.jpg,Ethan Cook,UNTITLED,"$37,500","$18,000","$25,000",Signed and Dated,"80.38"" x 60.00",2013,405,11/12/2014,handwoven cotton canvas and canvas in artist's frame
