"","auction_house","city","idd","exhibition","artist","title","price","sold","avg_estimate","area","year_created","auction_lot","auction_date","rate_sold_before","avg_price_sold_before","num_artworks","avg_price_sold","num_artists","sale_rate","volatility_before","volatility","skew_before","skew","medium","artist_median_price","artist_volume","artist_lots_sold","lot_position","caliber"
"1555","Christie's New York Rockefeller Center","New York","47f270e1d4a849dba0ca171adabca718","post-war & contemporary art morning sale 11/16/2016","Joan Mitchell","Untitled",982123,1,624561,548.25,1960,0.36038961038961,"11/16/2016",0.8,481823,1,254765,72,0.798657718120805,357342.163584148,317964.761697903,0.987623361739578,2.43401954341516,"oil / canvas",1209171,89,0.898989898989899,"Medium","Major"
"1556","Christie's New York Rockefeller Center","New York","83ff1376d7354330a6aa3320f379b187","post-war & contemporary art morning sale 11/16/2016","Morris Louis","Prime",632368,1,312280,1834.75,1962,0.392857142857143,"11/16/2016",0.8125,514162,1,254765,72,0.798657718120805,328684.969494496,317964.761697903,0.637549939266951,2.43401954341516,"acrylic / canvas",1033020.5,28,0.933333333333333,"Medium","Major"
"1557","Christie's New York Rockefeller Center","New York","b4d0ed213484468b8b693addddf7aeaf","post-war & contemporary art morning sale 11/16/2016","Robert Rauschenberg","Untitled",307596,1,312280,1422,1973,0.396103896103896,"11/16/2016",0.823529411764706,522605,5,254765,72,0.798657718120805,318076.110873913,317964.761697903,0.579975418396758,2.43401954341516,"""""""solvent transfer oil gouache ink graphite colored pencil / paper""""""""
""""""",129964,180,0.725806451612903,"Medium","Major"
"1558","Christie's New York Rockefeller Center","New York","bd226a5c568b4e8a9d357e1852b23068","post-war & contemporary art morning sale 11/16/2016","Jasper Johns","Flags I",757280,1,884795,877.135,1973,0.405844155844156,"11/16/2016",0.842105263157895,497290,1,254765,72,0.798657718120805,304440.181274761,317964.761697903,0.785928133105658,2.43401954341516,"silkscreen ink / paper",1156039.5,50,0.87719298245614,"Medium","Major"
"1559","Christie's New York Rockefeller Center","New York","5fcfa76cb5e14b23b32604f77d4cb602","post-war & contemporary art morning sale 11/16/2016","Willem de Kooning","Pink Woman Torso",0,0,780701,456,1967,0.483766233766234,"11/16/2016",0.862068965517241,537632,3,254765,72,0.798657718120805,402664.478691627,317964.761697903,1.34653672104935,2.43401954341516,"oil / paper",629396.5,210,0.734265734265734,"Medium","Major"
"1560","Christie's New York Rockefeller Center","New York","93a11c741fd248428a2ab0a6ff65f2b0","post-war & contemporary art morning sale 11/16/2016","Willem de Kooning","Seated Woman",975877,1,520467,646.875,1966,0.493506493506494,"11/16/2016",0.84375,517200,3,254765,72,0.798657718120805,396152.586655168,317964.761697903,1.41041603650431,2.43401954341516,"oil on newsprint / panel",629396.5,210,0.734265734265734,"Medium","Major"
"1561","Christie's New York Rockefeller Center","New York","db3d8837630a412dac45aad4844b3e1b","post-war & contemporary art morning sale 11/16/2016","Kenneth Noland","Dwell",0,0,312280,3753.75,1979,0.503246753246753,"11/16/2016",0.857142857142857,506033,2,254765,72,0.798657718120805,396604.897501559,317964.761697903,1.33259730020862,2.43401954341516,"oil on shaped canvas / canvas",171282,121,0.846153846153846,"Medium","Major"
"1562","Christie's New York Rockefeller Center","New York","d6da7f4416274ea49a000d35944e3b8b","post-war & contemporary art morning sale 11/16/2016","Jules Olitski","Sahny-7",33830,1,26023,2925,1975,0.555194805194805,"11/16/2016",0.857142857142857,472346,1,254765,72,0.798657718120805,373891.785513276,317964.761697903,1.52675880832569,2.43401954341516,"acrylic / canvas",31275,89,0.801801801801802,"Medium","Major"
"1563","Christie's New York Rockefeller Center","New York","8faa768716f74690af8239710c8abb53","post-war & contemporary art morning sale 11/16/2016","Friedel Dzubas","Arapaho",62456,1,62456,5184,1975,0.574675324675325,"11/16/2016",0.847826086956522,438213,1,254765,72,0.798657718120805,376779.578257256,317964.761697903,1.52705164485773,2.43401954341516,"acrylic / canvas",46567.5,52,0.912280701754386,"Medium","Major"
"1564","Christie's New York Rockefeller Center","New York","66ab9cd463ad4b8787250ef5069bc3f5","post-war & contemporary art morning sale 11/16/2016","Robert Burns Motherwell","In Black and White No. 3",1256930,1,1040935,3300,1966,0.577922077922078,"11/16/2016",0.851063829787234,428820,4,254765,72,0.798657718120805,376284.487154915,317964.761697903,1.54465141047349,2.43401954341516,"acrylic / canvas",134813,169,0.820388349514563,"Medium","Major"
"1565","Christie's New York Rockefeller Center","New York","8c91818bda0f4dc5922392221435d64e","post-war & contemporary day sale session i 05/12/2015","Gerhard Richter","Vermalung Grau",0,0,52823,244.2969,1971,0.838709677419355,"05/12/2015",0.785714285714286,451527,5,365163,75,0.765765765765766,478246.226086834,448434.109217048,2.55941815027031,2.83891461866963,"oil / paper",780570,201,0.897321428571429,"Late","Major"
"1566","Christie's New York Rockefeller Center","New York","0bd62a0499fb4555a373a7750faeef18","post-war & contemporary art 9/28/2017","Karel Christiaan Appel","Untitled",30536,1,15268,665.5,1969,0.299120234604106,"09/28/2017",0.747126436781609,98707,3,67679,159,0.764192139737991,85096.428595819,78917.128504263,1.96651889837968,3.04048677412335,"acrylic / paper",31693,81,0.786407766990291,"Early","Major"
"1567","Christie's New York Rockefeller Center","New York","0a42ffc061a54a918ff9072339c8647a","post-war & contemporary art 9/28/2017","James Brooks","Ignio",17812,1,21884,2750,1963,0.313782991202346,"09/28/2017",0.739130434782609,95138,1,67679,159,0.764192139737991,84806.4936688458,78917.128504263,1.98541330132252,3.04048677412335,"oil / canvas",21713,25,0.735294117647059,"Early","Major"
"1568","Christie's New York Rockefeller Center","New York","ba50dad2ee1840d2b89a215a84e7eb16","post-war & contemporary day session 11/11/2009","Josef Albers","Study for Homage to the Square",135296,1,116134,324,1962,0.402097902097902,"11/11/2009",0.933333333333333,97262,6,215371,69,0.878612716763006,86325.2777083779,256339.921188536,2.05595136142129,2.91481409593973,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1569","Christie's New York Rockefeller Center","New York","92369630cd554be882085d2aa49d6353","post-war & contemporary day session 11/11/2009","Alfred Leslie","Flag Day",156200,1,145167,5706,1956,0.454545454545455,"11/11/2009",0.96551724137931,257527,1,215371,69,0.878612716763006,222541.097729322,256339.921188536,1.4234662245069,2.91481409593973,"oil / canvas",30201,17,0.772727272727273,"Medium","Major"
"1570","Christie's New York Rockefeller Center","New York","72ac271ee1724202a1d21419129b5631","post-war & contemporary day session 11/11/2009","Josef Albers","Study for Homage to the Square",420986,1,290335,576,1962,0.461538461538462,"11/11/2009",0.967741935483871,252398,6,215371,69,0.878612716763006,215697.476547337,256339.921188536,1.51800437580261,2.91481409593973,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1571","Christie's New York Rockefeller Center","New York","ce9e1bdd016645fcaa79194776d06d19","post-war & contemporary day session 11/11/2009","Josef Albers","Homage to the Square (A)",420986,1,348402,930.25,1950,0.465034965034965,"11/11/2009",0.96969696969697,270774,6,215371,69,0.878612716763006,219321.759476089,256339.921188536,1.28553826734837,2.91481409593973,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1572","Christie's New York Rockefeller Center","New York","668a8ddf6d964b1f8b85c3cb6b2cf63f","post-war & contemporary day session 11/11/2009","Andy Warhol","Flowers",121360,1,81293,25,1964,0.475524475524476,"11/11/2009",0.944444444444444,279610,17,215371,69,0.878612716763006,214938.875897247,256339.921188536,1.19203294187165,2.91481409593973,"silkscreen ink / canvas",280276,826,0.837728194726166,"Medium","Major"
"1573","Christie's New York Rockefeller Center","New York","1d6999ee1adc466988f0cd67001c382c","post-war & contemporary day session 11/11/2009","Andy Warhol","Avanti",128328,1,116134,78,1962,0.479020979020979,"11/11/2009",0.945945945945946,275088,17,215371,69,0.878612716763006,213058.948679104,256339.921188536,1.23624962358447,2.91481409593973,"silkscreen ink / canvas",280276,826,0.837728194726166,"Medium","Major"
"1574","Christie's New York Rockefeller Center","New York","fc5596548d63484faae81a923b69801b","post-war & contemporary day session 11/11/2009","Mel (Melvin John) Ramos","Son of Spectre",114392,1,69680,110,1962,0.482517482517482,"11/11/2009",0.947368421052632,271011,1,215371,69,0.878612716763006,211102.935696964,256339.921188536,1.27956056278957,2.91481409593973,"oil / canvas",118852,25,0.581395348837209,"Medium","Major"
"1575","Christie's New York Rockefeller Center","New York","a785bdded68c41b2887e49f1eba22798","post-war & contemporary day session 11/11/2009","Pierre Soulages","Peinture 146 x 97 cm 3 Juin 1957",1326832,1,812939,2185,1957,0.534965034965035,"11/11/2009",0.943396226415094,290484,1,215371,69,0.878612716763006,241493.723139961,256339.921188536,1.38959629748997,2.91481409593973,"oil / canvas",469982,11,1,"Medium","Major"
"1576","Christie's New York Rockefeller Center","New York","b6e2039d02244825b64035b5546a38ba","post-war & contemporary day session 11/11/2009","Milton Resnick","Ghost",170136,1,203234,19552,1961,0.58041958041958,"11/11/2009",0.907692307692308,358702,3,215371,69,0.878612716763006,335769.754144185,256339.921188536,2.09783036885522,2.91481409593973,"oil / canvas",42658,32,0.727272727272727,"Medium","Major"
"1577","Christie's New York Rockefeller Center","New York","baef5809ce8749e1b7e53e2cea7772d3","post-war & contemporary day session 11/11/2009","Kenzo Okada","Plum Tree",46453,1,29033,5687.5,1968,0.583916083916084,"11/11/2009",0.909090909090909,355560,1,215371,69,0.878612716763006,333608.123260744,256339.921188536,2.12564060756352,2.91481409593973,"oil / canvas",44732,12,0.923076923076923,"Medium","Major"
"1578","Christie's New York Rockefeller Center","New York","76e546624f3e477a96cb4f28459db0cb","post-war & contemporary art morning session 11/13/2014","Joan Mitchell","First Cypress",0,0,1117059,6861.4375,1964,0.534883720930233,"11/13/2014",0.921052631578947,372509,1,357927,93,0.841269841269841,605276.242231915,513130.421917344,3.34654150089257,3.28123544575296,"oil / canvas",1209171,89,0.898989898989899,"Medium","Major"
"1579","Christie's New York Rockefeller Center","New York","afdfc4a18ac64a33b77eb94ead28aa00","post-war & contemporary art morning session 11/13/2014","Philip Guston","Odessa",0,0,3191597,5219,1977,0.537467700258398,"11/13/2014",0.909090909090909,372509,3,357927,93,0.841269841269841,605276.242231915,513130.421917344,3.34654150089257,3.28123544575296,"oil / canvas",298001,80,0.776699029126214,"Medium","Major"
"1580","Christie's New York Rockefeller Center","New York","fde13c89c6324e4995dd3e9b970088c4","post-war & contemporary art evening sale 11/15/2018","Joan Mitchell","Russian Easter",8722052,1,9968060,4601.75,1967,0.666666666666667,"11/15/2018",0.875,10779878,1,8694640,36,0.836734693877551,17530616.5389825,14852472.5732665,3.39057340710637,4.1976087147409,"oil / canvas",1209171,89,0.898989898989899,"Medium","Major"
"1581","Christie's New York Rockefeller Center","New York","c7798af08bbe40b68f0d65d41644655c","post-war & contemporary art evening sale 11/15/2018","Richard Diebenkorn","Interior with Figures",0,0,4984030,2448,1960,0.686274509803922,"11/15/2018",0.878787878787879,10708919,2,8694640,36,0.836734693877551,17229831.1111976,14852472.5732665,3.46045019785452,4.1976087147409,"oil / canvas",622906,89,0.674242424242424,"Late","Major"
"1582","Christie's New York Rockefeller Center","New York","f596268c33e745179dbc67ee9d270c55","post-war & contemporary art evening sale 11/15/2018","Wayne Thiebaud","Happy Birthday",2045944,1,2143132,432,1962,0.980392156862745,"11/15/2018",0.829787234042553,8965056,1,8694640,36,0.836734693877551,15175711.3963462,14852472.5732665,4.08583671318301,4.1976087147409,"oil / canvas",501230,154,0.773869346733668,"Late","Major"
"1583","Christie's New York Rockefeller Center","New York","d6633a195dd64a8b9c181ffb689bffbb","post-war contemporary art evening sale","Hans Hofmann","Sun at the Wall",3190243,1,2015133,1740,1962,0.65,"05/11/2010",0.95,5207680,1,3459476,34,0.893617021276596,3975924.17591578,3168706.6554796,2.17068278115265,2.93311090333307,"oil / canvas",92413,156,0.816753926701571,"Medium","Major"
"1584","Christie's New York Rockefeller Center","New York","be4238b8272a45e6947480354b06183d","post-war contemporary art evening sale","Mark Rothko","Untitled",5511677,1,4606018,976.97,1959,0.6625,"05/11/2010",0.952380952380952,5106808,2,3459476,34,0.893617021276596,3894017.95578808,3168706.6554796,2.25797535332119,2.93311090333307,"oil / paper on board",4697223,47,0.854545454545454,"Medium","Major"
"1585","Christie's New York Rockefeller Center","New York","f1abad3f0e234a68aec2ca415ecb6b02","post-war contemporary art evening sale","Joan Mitchell","River III",2932306,1,2303009,8013.12,1967,0.675,"05/11/2010",0.954545454545455,5126087,1,3459476,34,0.893617021276596,3800909.99487171,3168706.6554796,2.29921223613519,2.93311090333307,"oil / canvas",1209171,89,0.898989898989899,"Late","Major"
"1586","Christie's New York Rockefeller Center","New York","10b2e08d18644949aab50b2520870a4d","post-war contemporary afternoon session 1 11/09/2011","Sol LeWitt","Arcs from one corner (yellow)",22210,1,16657,130.87,1973,0.665,"11/09/2011",0.888888888888889,283051,2,223543,112,0.83125,269776.319477819,242251.725879424,1.69708335220341,2.46197146911534,"ink / paper",32349.5,264,0.814814814814815,"Medium","Major"
"1587","Christie's New York Rockefeller Center","New York","a2a5e59063d94751a433c84b517ce9f5","post-war contemporary afternoon session 1 11/09/2011","Sol LeWitt","Parallel horizontal lines (yellow)",16657,1,16657,210.25,1972,0.6675,"11/09/2011",0.890909090909091,277728,2,223543,112,0.83125,269066.731019199,242251.725879424,1.71551204491318,2.46197146911534,"ink / paper",32349.5,264,0.814814814814815,"Late","Major"
"1588","Christie's New York Rockefeller Center","New York","d61db977059c403a98d623cfd088ff67","post-war contemporary afternoon session 1 11/09/2011","Brice Marden","Untitled",82733,1,94394,112.7469,1975,0.6725,"11/09/2011",0.894736842105263,287599,2,223543,112,0.83125,282585.947070511,242251.725879424,1.60060837747387,2.46197146911534,"ink / paper",301011.5,54,0.72,"Late","Major"
"1589","Christie's New York Rockefeller Center","New York","19642226a6ea4f218c098d314c577e86","post-war contemporary afternoon session 1 11/09/2011","John Wesley","No. & So. Dakota",69407,1,138815,1900.1725,1964,0.7075,"11/09/2011",0.880597014925373,265562,1,223543,112,0.83125,268468.610608797,242251.725879424,1.80322063290821,2.46197146911534,"acrylic / canvas",77855.5,44,0.771929824561403,"Late","Major"
"1590","Christie's New York Rockefeller Center","New York","910fe7ed57eb4620a8044035ebddee00","post-war & contemporary day sale session ii 05/14/2015","Wayne Thiebaud","Study for Freeway",0,0,528233,144,1979,0.882447665056361,"05/14/2015",0.828282828282828,482975,5,375621,55,0.814102564102564,523103.830940902,454107.468481235,1.87488037488278,2.39795154774447,"oil / canvas",501230,154,0.773869346733668,"Late","Major"
"1591","Christie's New York Rockefeller Center","New York","2c2b3449634c47c88765209fd28d0885","post-war & contemporary day sale session ii 05/14/2015","Josef Albers","Study for Homage to the Square",220801,1,158469,256,1971,0.885668276972625,"05/14/2015",0.821782178217822,479511,4,375621,55,0.814102564102564,520790.226334371,454107.468481235,1.89425726128128,2.39795154774447,"oil / masonite",327504,119,0.901515151515151,"Late","Major"
"1592","Christie's New York Rockefeller Center","New York","ec3b165b041a47a786917dd814750c2d","post-war & contemporary day sale session ii 05/14/2015","Josef Albers","Homage to the Square",233479,1,264116,576,1953,0.887278582930757,"05/14/2015",0.823529411764706,476431,4,375621,55,0.814102564102564,518361.862510735,454107.468481235,1.91375212575849,2.39795154774447,"oil / masonite",327504,119,0.901515151515151,"Late","Major"
"1593","Christie's New York Rockefeller Center","New York","6de05589ba4840d89024ffc69974a0a0","post-war & contemporary day sale session ii 05/14/2015","Helen Frankenthaler","The Road to Messina",1044845,1,581056,6593.75,1971,0.893719806763285,"05/14/2015",0.828571428571429,473299,2,375621,55,0.814102564102564,509990.26711224,454107.468481235,1.95662366977836,2.39795154774447,"acrylic / canvas",449321,124,0.892086330935252,"Late","Major"
"1594","Christie's New York Rockefeller Center","New York","9bdc8a348a784b13b843ac56f7abe74c","post-war & contemporary day sale session ii 05/14/2015","Robert Burns Motherwell","Les Caves IV",0,0,422586,1152,1977,0.896940418679549,"05/14/2015",0.830188679245283,479794,5,375621,55,0.814102564102564,510316.17112994,454107.468481235,1.90808226308436,2.39795154774447,"acrylic / canvas",134813,169,0.820388349514563,"Late","Major"
"1595","Christie's New York Rockefeller Center","New York","f0f8944dc0244929bdb092d02a81ed06","post-war & contemporary day sale session ii 05/14/2015","Willem de Kooning","Untitled (Composition Red Yellow Blue)",448998,1,528233,195.9375,1960,0.898550724637681,"05/14/2015",0.822429906542056,479794,4,375621,55,0.814102564102564,510316.17112994,454107.468481235,1.90808226308436,2.39795154774447,"oil / paperboard",629396.5,210,0.734265734265734,"Late","Major"
"1596","Christie's New York Rockefeller Center","New York","ccdefb6f30af4f74b834d1ecfab10c93","post-war & contemporary day sale session ii 05/14/2015","Leon Polk Smith","Cross Roads Gray",0,0,52823,6724,1978,0.901771336553945,"05/14/2015",0.825688073394495,477560,1,375621,55,0.814102564102564,504904.888679694,454107.468481235,1.93851168961523,2.39795154774447,"acrylic / canvas",39216,11,0.916666666666667,"Late","Major"
"1597","Christie's New York Rockefeller Center","New York","08399534a5c54a0bb0b0284aaa89e82e","post-war and contemporary morning session 05/14/2014","Karel Christiaan Appel","Untitled",0,0,36961,618.86,1964,0.86094674556213,"05/14/2014",0.874074074074074,415291,2,370824,73,0.865384615384615,537292.28297753,514616.594486602,2.6111918435903,2.80766402077853,"oil / canvas",31693,81,0.786407766990291,"Late","Major"
"1598","Christie's New York Rockefeller Center","New York","a4f51907aea74680b41367eee8645fdc","post-war and contemporary morning session 05/14/2014","Theodoros Stamos","Infinity Field Lefkada Series",59402,1,52802,2856,1979,0.887573964497041,"05/14/2014",0.859154929577465,404294,1,370824,73,0.865384615384615,531467.310348808,514616.594486602,2.66107407057091,2.80766402077853,"acrylic / canvas",55031,92,0.814159292035398,"Late","Major"
"1599","Christie's New York Rockefeller Center","New York","e049d232a62c4980817e9ab90a5d3b98","post-war and contemporary morning session 05/14/2014","Victor Vasarely","Tsika",66002,1,63362,965.9944,1970,0.902366863905325,"05/14/2014",0.857142857142857,393229,1,370824,73,0.865384615384615,526173.081468691,514616.594486602,2.70693231928457,2.80766402077853,"acrylic / board",71544.5,130,0.828025477707006,"Late","Major"
"1600","Christie's New York Rockefeller Center","New York","7d48ed07cace40eba7613a2cda12f402","post-war & contemporary evening sale 11/10/2009","Yayoi Kusama","NO. A",2176934,1,1451676,2594.8475,1960,0.595744680851064,"11/10/2009",0.785714285714286,2869727,2,2208082,32,0.8125,2373779.96849813,1949656.25993069,1.61791529875119,2.31505779765278,"oil / canvas",146988.5,280,0.909090909090909,"Medium","Major"
"1601","Christie's New York Rockefeller Center","New York","c7dbb6e370604842b90358dcba0aea36","post-war contemporary morning session ii 11/09/2011","Richard Diebenkorn","Untitled (Seated Nude with Painting of Seated Nude)",1148833,1,1388150,2436,1966,0.838036809815951,"11/09/2011",0.6875,475469,6,289311,83,0.738095238095238,411039.98533653,316749.111828963,1.53184983504504,2.27441914605364,"oil / canvas",622906,89,0.674242424242424,"Late","Major"
"1602","Christie's New York Rockefeller Center","New York","efd7444b21f24a64846febe1b04bc17d","post-war contemporary morning session ii 11/09/2011","Richard Pousette-Dart","By the Pond",295953,1,388682,3633.75,1976,0.842944785276074,"11/09/2011",0.682352941176471,473258,2,289311,83,0.738095238095238,413573.495267363,316749.111828963,1.47191631822877,2.27441914605364,"oil / canvas",193052,49,0.96078431372549,"Late","Major"
"1603","Christie's New York Rockefeller Center","New York","6f9a510b29274bf1bd5ad4ed6175ca47","post-war contemporary morning session ii 11/09/2011","Robert Burns Motherwell","Royal Dirge",322606,1,333156,3874.5,1972,0.844171779141104,"11/09/2011",0.686046511627907,470253,3,289311,83,0.738095238095238,410571.226387897,316749.111828963,1.49772049929538,2.27441914605364,"acrylic / canvas",134813,169,0.820388349514563,"Late","Major"
"1604","Christie's New York Rockefeller Center","New York","e5bf56aedd2744cfa1c0a998cecbe6ae","post-war contemporary morning session ii 11/09/2011","Theodoros Stamos","Ionian Garden",62466,1,77736,1500,1952,0.845398773006135,"11/09/2011",0.681818181818182,467792,3,289311,83,0.738095238095238,407491.046489061,316749.111828963,1.52214376342307,2.27441914605364,"oil / canvas",55031,92,0.814159292035398,"Late","Major"
"1605","Christie's New York Rockefeller Center","New York","aa227af88271492a8d89584ff7408245","post-war contemporary morning session ii 11/09/2011","Robert Burns Motherwell","Spanish Elegy",44420,1,44420,163.125,1950,0.846625766871166,"11/09/2011",0.685393258426966,461148,3,289311,83,0.738095238095238,406786.067480584,316749.111828963,1.53727678191964,2.27441914605364,"ink / paper",134813,169,0.820388349514563,"Late","Major"
"1606","Christie's New York Rockefeller Center","New York","748a1192118340869b782bec8c7a3915","post war and contemporary afternoon session 11/11/2015","Richard Artschwager","PALACE HOTEL",462588,1,317566,1672.125,1974,0.766031195840555,"11/11/2015",0.609756097560976,517177,2,244085,107,0.753086419753086,585585.69620509,346644.559133193,2.73175324283417,4.22206707021489,"acrylic on celotex",50896,59,0.728395061728395,"Late","Major"
"1607","Christie's New York Rockefeller Center","New York","37715500177940d6af57f6b8fde62c24","post-war and contemporary afternoon session 05/12/2011","Agnes Bernice Martin","Drops",469747,1,444731,147.1369,1961,0.672268907563025,"05/12/2011",0.4,37524,1,315080,59,0.893333333333333,3750,550307.164921718,0,5.22595639713626,"ink / paper",522797,71,0.845238095238095,"Late","Major"
"1608","Christie's New York Rockefeller Center","New York","f6c77be561a8447490c26b038a8c8376","post-war and contemporary afternoon session 05/12/2011","Tom Wesselmann","Small Smoker No. 3",0,0,1111827,985.125,1969,0.840336134453782,"05/12/2011",0.894736842105263,548245,2,315080,59,0.893333333333333,709374.253349302,550307.164921718,3.92858176660807,5.22595639713626,"oil / canvas",113099,243,0.791530944625407,"Late","Major"
"1609","Christie's New York Rockefeller Center","New York","30c9981b8daa43c6a029619564d1481b","post-war and contemporary afternoon session 05/12/2011","Ufan Lee","From Point",0,0,88946,676.875,1979,0.876050420168067,"05/12/2011",0.88,448300,2,315080,59,0.893333333333333,646144.265447278,550307.164921718,4.38004147344792,5.22595639713626,"acrylic / canvas",243325.5,58,0.852941176470588,"Late","Major"
"1610","Christie's New York Rockefeller Center","New York","c2208e65c8eb40a193501efd798a5bc8","post-war and contemporary evening sale 05/11/2011","Yayoi Kusama","Untitled (Infinity Nets)",1003424,1,444731,1517.46,1972,0.96969696969697,"05/11/2011",0.935483870967742,5717496,1,5567995,43,0.923076923076923,7667552.79005937,7573467.33332157,3.02273035895288,3.08042354663524,"oil / canvas",146988.5,280,0.909090909090909,"Late","Major"
"1611","Christie's New York Rockefeller Center","New York","5c67b30b58754d4eb5a5380ba1b75e35","post-war & contemporary art 9/28/2017","Karel Christiaan Appel","Personnage dans la tempte",82703,1,71251,1597.05,1954,0.255131964809384,"09/28/2017",0.767123287671233,102051,3,67679,159,0.764192139737991,86260.3638220312,78917.128504263,1.95829600984156,3.04048677412335,"oil / canvas",31693,81,0.786407766990291,"Early","Major"
"1612","Christie's New York Rockefeller Center","New York","d10469a50bc5427db3ffdb0311c2c2ba","post-war & contemporary art 9/28/2017","Jean Dubuffet","Paysage philosophique Maurice Culberg",0,0,254470,825.5,1952,0.258064516129032,"09/28/2017",0.77027027027027,101712,6,67679,159,0.764192139737991,85536.7593713662,78917.128504263,1.98468517631027,3.04048677412335,"oil / panel",233981,276,0.904918032786885,"Early","Major"
"1613","Christie's New York Rockefeller Center","New York","99310488743843e6a4df043538955b9f","post-war and contemporary morning session 11/11/2010","Gerhard Richter","Grau",45928,1,34446,110.5,1973,0.878338278931751,"11/11/2010",0.837037037037037,330645,1,286302,75,0.822485207100592,301084.523904233,283741.932904096,2.00927310861576,2.28189864827901,"oil / canvas on board",780570,201,0.897321428571429,"Late","Major"
"1614","Christie's New York Rockefeller Center","New York","a220d6672b194aa0b2225e585979530d","post-war & contemporary art 9/28/2017","William Bailey","Untitled",48349,1,35625,1800,1977,0.328445747800586,"09/28/2017",0.726315789473684,94017,1,67679,159,0.764192139737991,84677.8162917459,78917.128504263,1.99411612602158,3.04048677412335,"oil / canvas",36291,13,0.764705882352941,"Early","Major"
"1615","Christie's New York Rockefeller Center","New York","9f99f357c9924f2e9607f6dccd714bcf","post-war & contemporary art 9/28/2017","Anne Dean Truitt","Untitled",27991,1,20357,312.95,1966,0.337243401759531,"09/28/2017",0.731958762886598,92444,5,67679,159,0.764192139737991,83985.5703474235,78917.128504263,2.03283666909843,3.04048677412335,"acrylic / paper",64456,26,0.962962962962963,"Medium","Major"
"1616","Christie's New York Rockefeller Center","New York","eaae1f05d4f840d38f1ea00836cc3616","post-war & contemporary day session 11/11/2009","Alexander (Sandy) Calder","Untitled",50808,1,40646,693.875,1967,0.36013986013986,"11/11/2009",0.666666666666667,64018,13,215371,69,0.878612716763006,31375,256339.921188536,0,2.91481409593973,"ink / paper",114052,793,0.916763005780347,"Medium","Major"
"1617","Christie's New York Rockefeller Center","New York","6b58a8d09f844ba296da67e46a3544ca","post-war & contemporary art 9/28/2017","Ellsworth Kelly","Milkweed",95426,1,25447,105.4944,1958,0.360703812316716,"09/28/2017",0.730769230769231,87668,1,67679,159,0.764192139737991,83102.3613159375,78917.128504263,2.08681999854921,3.04048677412335,"ink / paper",303348,73,0.802197802197802,"Medium","Major"
"1618","Christie's New York Rockefeller Center","New York","6df2092127a74325b0cb2bad82f16868","post-war & contemporary day session 11/11/2009","Franz Josef Kline","Untitled",72583,1,98714,73.5,1956,0.388111888111888,"11/11/2009",0.909090909090909,80074,3,215371,69,0.878612716763006,49525.851835178,256339.921188536,0.890015450354742,2.91481409593973,"ink / paper on board",202908,65,0.738636363636364,"Medium","Major"
"1619","Christie's New York Rockefeller Center","New York","2d1571d903fc47c58454dbe830fe3b69","post-war and contemporary art 3/3/2017","Larry Poons","Untitled (8-A)",0,0,51524,999.4119,1976,0.666666666666667,"03/03/2017",0.78125,106867,1,82993,133,0.751322751322751,134103.986925483,118559.935836624,3.05489021455608,3.60732203857497,"acrylic / canvas",35724.5,42,0.823529411764706,"Medium","Major"
"1620","Christie's New York Rockefeller Center","New York","1ce2068b81324fa7bf4f03b877293ef1","post-war and contemporary art 3/3/2017","Jules Olitski","Shems Wicked Shake - 6",18033,1,22155,1201.3269,1975,0.67156862745098,"03/03/2017",0.775193798449612,106867,6,82993,133,0.751322751322751,134103.986925483,118559.935836624,3.05489021455608,3.60732203857497,"acrylic / canvas",31275,89,0.801801801801802,"Late","Major"
"1621","Christie's New York Rockefeller Center","New York","b03e166ab15747f283d9ab7e21e99db4","post-war & contemporary day session 11/11/2009","Morris Louis","Number 1-36",504602,1,290335,1185,1962,0.423076923076923,"11/11/2009",0.95,196236,3,215371,69,0.878612716763006,241168.494477475,256339.921188536,2.13144427429637,2.91481409593973,"acrylic / canvas",1033020.5,28,0.933333333333333,"Medium","Major"
"1622","Christie's New York Rockefeller Center","New York","891677a182554432a5f310813d68d365","post-war & contemporary day session 11/11/2009","Josef Albers","Study for Homage to the Square",504602,1,203234,256,1968,0.426573426573427,"11/11/2009",0.952380952380952,211654,6,215371,69,0.878612716763006,242080.73291776,256339.921188536,1.90335456510638,2.91481409593973,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1623","Christie's New York Rockefeller Center","New York","af738ba8330e495b8574f88ba789cf80","post-war & contemporary day session 11/11/2009","Frank Stella","For Picabia",588219,1,406469,253.125,1961,0.437062937062937,"11/11/2009",0.958333333333333,238352,2,215371,69,0.878612716763006,234387.482024272,256339.921188536,1.60284429877242,2.91481409593973,"oil / canvas on board",189843.5,148,0.86046511627907,"Medium","Major"
"1624","Christie's New York Rockefeller Center","New York","ec8a8bb69f424f41a252cd826dc57ea8","post-war and contemporary morning session 11/11/2015","Richard Pousette-Dart","Summer Illumination",500696,1,185246,918,1958,0.332326283987915,"11/11/2015",0.8,640028,1,353843,74,0.805555555555556,385532.646963911,422366.277046039,0.0797728021541592,2.55457931115711,"oil / canvas",193052,49,0.96078431372549,"Early","Major"
